key,ph,alcohol,quality,country,price,rate,year,decade,type
857,3.52,9.6,6,Argentina,101.56,93,1976,197,Shiraz
858,3.3,9,6,Kazahstan,59.93,98,1982,198,Shiraz
859,3.52,9.5,6,France,22,11,2013,201,RIESLING
860,3.13,12.52,5,California,142.54,11,1963,196,Merlot
861,3.13,10,5,Italy,127.27,80,1971,197,Pinot
862,3.46,13.84,5,California,143.33,93,1983,198,Pinot
863,3.24,10.4,5,Australia,83.22,93,1978,197,Chardonnay
864,3.21,9.5,5,Kazahstan,64.04,50,1981,198,Pinot
865,3.45,11.5,6,Montenegro,116.59,66,1977,197,RIESLING
866,3.35,9.3,5,Montenegro,150.73,72,1971,197,Chardonnay
867,3.1,12.4,5,California,49.17,45,2007,200,Shiraz
868,3.5,9.3,6,France,114,57,1965,196,Chardonnay
869,3.26,9.5,5,Kazahstan,59.34,98,1990,199,Merlot
870,3.26,9.5,5,France,136,68,2014,201,RIESLING
871,3.55,14.2,5,California,193.3,84,1969,196,Merlot
872,3.44,11.5,5,Italy,196.98,9,1971,197,RIESLING
873,3.17,9.6,5,Kazahstan,76.21,59,1964,196,RIESLING
874,3.61,12.7,6,Argentina,164.75,16,1975,197,RIESLING
875,3.46,9.5,5,Argentina,178.93,88,2008,200,Merlot
876,3.46,9.5,5,Kazahstan,53.38,90,2014,201,RIESLING
877,3.43,11.1,6,Kazahstan,53.1,8,1991,199,Chardonnay
878,3.29,10.4,5,Montenegro,187.53,78,1997,199,Shiraz
879,3.38,10.9,4,Argentina,10.64,52,1961,196,Merlot
880,2.94,9.5,5,France,22,11,2003,200,Pinot
881,3.21,10,5,Argentina,134.15,99,1985,198,Shiraz
882,3.1,9.2,5,Italy,154.65,44,1966,196,Chardonnay
883,3.22,9.6,5,France,200,78,1988,198,Merlot
884,3.46,9.5,5,Montenegro,186.9,68,1978,197,Shiraz
885,3.22,9.6,5,Argentina,105.29,43,2005,200,Pinot
886,3.21,10,5,Australia,55.94,71,1983,198,Chardonnay
887,3.29,9.2,6,Argentina,104.2,91,1988,198,Shiraz
888,3.28,9.8,5,France,94,47,1971,197,Shiraz
889,3.36,13.44,5,California,193.09,51,2008,200,Chardonnay
890,3.38,9.5,5,Kazahstan,58.28,34,1972,197,Merlot
891,3.06,10.1,5,France,166,83,1992,199,Shiraz
892,3.53,9.7,5,Italy,50.66,19,1965,196,RIESLING
893,3.27,10,6,Kazahstan,62.72,11,1963,196,Chardonnay
894,3.34,11.6,6,Argentina,118.08,67,1975,197,Merlot
895,3.37,13.48,5,California,60.71,73,1977,197,Chardonnay
896,3.4,10,5,France,110,55,1980,198,Chardonnay
897,3.38,9.9,4,Argentina,121.95,92,1962,196,Merlot
898,3.43,10,4,Kazahstan,11.95,94,1982,198,RIESLING
899,3.47,9.4,6,Argentina,191.94,4,1966,196,Merlot
900,3.48,11,3,Kazahstan,15.99,72,1982,198,Chardonnay
901,3.47,13.88,6,California,107.73,64,1991,199,RIESLING
902,3.08,10.1,6,France,60,30,1996,199,Merlot
903,3.11,10.8,6,Argentina,169.08,79,1987,198,RIESLING
904,3.31,9.7,5,Kazahstan,54.39,75,1993,199,Chardonnay
905,3.41,13.64,7,California,143.04,70,1993,199,Chardonnay
906,3.47,9.5,6,Italy,120.73,55,1971,197,Shiraz
907,3.47,9.5,6,Argentina,192.82,5,1990,199,Shiraz
908,3.9,12.8,6,Italy,196.16,78,1985,198,Merlot
909,3.31,13.24,5,California,116.76,75,2014,201,Pinot
910,3.32,9.4,5,France,134,67,1993,199,Chardonnay
911,3.03,9,5,Argentina,175.87,69,2014,201,Merlot
912,3.48,9.8,5,Italy,85.56,67,1980,198,Chardonnay
913,3.63,10.7,3,Australia,100.48,100,1980,198,Chardonnay
914,3.3,9.4,5,Kazahstan,50.1,76,1981,198,Merlot
915,3.4,9.4,5,Kazahstan,63.72,96,1987,198,Shiraz
916,3.28,9.7,5,Argentina,87.74,8,1978,197,RIESLING
917,3.25,9.4,5,Italy,68.97,50,1994,199,Pinot
918,3.37,11.3,5,Montenegro,181.86,18,1965,196,Merlot
919,3.21,10.2,6,Argentina,167.33,92,1988,198,RIESLING
920,3.06,9,5,Italy,74.09,98,2006,200,Shiraz
921,3.13,9.6,5,Argentina,65.79,23,1965,196,Pinot
922,3.3,11,6,Montenegro,17.28,71,1967,196,Shiraz
923,3.48,10,5,Australia,160.75,68,1970,197,Pinot
924,3.08,9.3,6,Argentina,190.68,13,1992,199,Pinot
925,3.26,10.2,5,Australia,70.86,7,1973,197,Shiraz
926,3.08,9.3,6,Italy,77.83,59,1968,196,Merlot
927,3.2,9.5,5,France,132,66,1964,196,Pinot
928,3.15,9.5,5,France,190,95,1978,197,Shiraz
929,3.2,9.5,5,Argentina,111.9,41,1995,199,Pinot
930,3.19,11.4,7,Italy,199.15,64,2005,200,RIESLING
931,3.26,10,5,Australia,154.96,77,1999,199,RIESLING
932,2.94,9.2,6,Kazahstan,63.05,71,2006,200,Chardonnay
933,3.15,12.6,5,California,125.07,85,1967,196,Pinot
934,2.94,11.76,6,California,95.92,14,2005,200,RIESLING
935,3.18,9.5,6,Argentina,112.43,86,1977,197,Pinot
936,3.14,9.7,5,Montenegro,110.59,23,1998,199,RIESLING
937,3.03,10.2,5,Argentina,106.41,33,2004,200,Pinot
938,3.36,9.6,6,Kazahstan,59.61,82,2011,201,RIESLING
939,3.32,9.6,6,Italy,167.7,75,1984,198,Pinot
940,3.4,10.9,4,Italy,12.89,66,1989,198,Shiraz
941,3.32,9.6,6,Australia,91.15,92,1972,197,RIESLING
942,2.92,10.5,7,Argentina,79.77,87,1994,199,Pinot
943,2.89,9.6,5,Kazahstan,55.57,58,1963,196,Pinot
944,3.08,9.5,5,Argentina,175.93,24,1965,196,Shiraz
945,3.12,12,6,Argentina,83.17,48,1991,199,RIESLING
946,3.14,11.1,7,France,62,31,2006,200,Merlot
947,2.98,14.9,5,Argentina,85.63,83,1989,198,RIESLING
948,3.41,11.2,5,Montenegro,103.69,49,1961,196,Merlot
949,2.89,9.6,5,Argentina,169.46,87,2006,200,Chardonnay
950,3.41,11.9,7,Argentina,90.05,10,2010,201,Merlot
951,3.16,11.3,6,Kazahstan,48.24,96,1964,196,Merlot
952,3.01,12.3,7,Australia,165.65,29,2004,200,Pinot
953,3.2,9.2,4,Australia,82.94,18,2005,200,RIESLING
954,3.4,10.1,5,Montenegro,62.49,77,1987,198,Merlot
955,3.37,10.1,7,France,72,36,1971,197,Pinot
956,3.39,9.4,5,France,40,20,2006,200,RIESLING
957,3.46,9.5,5,France,86,43,1968,196,Merlot
958,3.39,9.4,5,Italy,110.45,87,1987,198,Shiraz
959,3.46,9.5,5,Australia,75.18,67,1971,197,Merlot
960,3.36,10,5,Australia,119,40,1970,197,Pinot
961,3.39,13.56,5,California,106.82,22,1996,199,Shiraz
962,3.18,10.3,6,Kazahstan,58.26,12,1975,197,Pinot
963,3.24,9.4,5,Italy,105.46,99,2001,200,RIESLING
964,3.24,9.4,5,Kazahstan,63.3,27,1974,197,RIESLING
965,3.27,9.5,5,Australia,44.9,69,1987,198,Merlot
966,3.07,10.4,4,Argentina,76.58,50,1981,198,Shiraz
967,3.32,10.5,6,France,154,77,1973,197,Pinot
968,3.25,9.5,5,Kazahstan,55.74,31,2004,200,Shiraz
969,3.27,9.3,6,Australia,75.17,1,1962,196,Pinot
970,3.21,9.3,5,Australia,65.11,90,1984,198,RIESLING
971,3.36,9.1,5,Montenegro,89.39,37,1992,199,Merlot
972,3.33,10.9,6,Kazahstan,8.85,82,2014,201,Shiraz
973,3.36,13.44,5,California,196.24,78,1995,199,RIESLING
974,3.46,13.84,5,California,164.87,63,1993,199,Pinot
975,3.46,10.2,5,Italy,109.94,48,2010,201,Merlot
976,3.49,12.1,6,Italy,94.08,22,2000,200,RIESLING
977,3.13,9.5,5,Montenegro,194.74,17,1966,196,Pinot
978,3.15,9.1,5,Italy,122.2,78,2012,201,Pinot
979,3.28,13.12,5,California,131,60,2005,200,Chardonnay
980,3.27,9.4,5,Kazahstan,58.67,94,2010,201,Shiraz
981,3.09,12.36,5,California,84.71,74,1970,197,Merlot
982,3.13,10.2,5,Argentina,123.48,9,1971,197,Shiraz
983,3.03,9.8,6,France,130,65,2009,200,RIESLING
984,3.5,9.7,5,Italy,115.41,19,2008,200,Chardonnay
985,3.5,9.7,5,Argentina,137.44,87,1975,197,Shiraz
986,2.87,10.2,6,Montenegro,104.73,49,2001,200,Merlot
987,3.26,9.8,5,Italy,150.77,98,2002,200,Pinot
988,3.32,13.28,6,California,90.51,25,2006,200,Merlot
989,2.98,9.4,5,Australia,96.66,96,2006,200,Shiraz
990,3.39,9.2,5,France,56,28,1960,196,Merlot
991,3.56,12.7,6,France,154,77,1997,199,Shiraz
992,3.32,10.4,6,Australia,56.63,29,1962,196,Shiraz
993,3.31,10.5,6,Montenegro,53.64,83,1983,198,RIESLING
994,3.34,12.2,7,Kazahstan,58.93,57,1961,196,Chardonnay
995,3.31,9.2,6,Argentina,137.59,15,1980,198,Chardonnay
996,3.17,9.1,6,Italy,145.02,3,1962,196,RIESLING
997,3.1,9,6,Australia,71.93,78,1962,196,RIESLING
998,3.3,9.3,5,France,44,22,2002,200,RIESLING
999,3.1,9,6,Italy,66.84,93,2009,200,Shiraz
1000,3.58,11.2,4,Australia,79.1,65,1985,198,Shiraz
1001,3,9.3,6,Kazahstan,75.38,77,1997,199,Shiraz
1002,3.2,9.8,6,Montenegro,100.3,54,2010,201,Merlot
1003,3.26,11.7,7,Argentina,42.44,85,1967,196,Shiraz
1004,3.09,10,6,France,124,62,1997,199,Merlot
1005,3.04,9.3,6,France,170,85,1966,196,Shiraz
1006,3.27,9.3,5,Australia,149.81,40,1978,197,RIESLING
1007,3.4,9.5,5,Italy,101.63,97,1992,199,Chardonnay
1008,3.29,9,5,Italy,115.67,12,1972,197,Chardonnay
1009,3.35,9.7,5,Argentina,134.33,68,1960,196,Shiraz
1010,3.12,11.5,6,Kazahstan,63.22,30,1974,197,Pinot
1011,3.71,12.8,7,Italy,243.57,78,1991,199,Chardonnay
1012,3.17,10.4,6,Kazahstan,13.24,97,1988,198,Merlot
1013,3.35,9.7,5,Australia,97.96,16,1962,196,Chardonnay
1014,3.05,10.5,7,Montenegro,93.19,22,1980,198,Merlot
1015,3.72,14,8,Argentina,111.82,75,2002,200,RIESLING
1016,3.26,9.3,5,France,174,87,1976,197,Pinot
1017,3.12,10.6,7,Montenegro,55.7,45,2008,200,Shiraz
1018,3.47,9.6,6,Kazahstan,69.06,23,1991,199,Merlot
1019,3.3,10.7,7,France,98,49,2004,200,Pinot
1020,2.98,9.9,7,Montenegro,50.23,72,1984,198,Merlot
1021,3.19,9.2,5,Australia,151.83,19,1976,197,RIESLING
1022,3.19,12.76,5,California,141.41,3,1975,197,Shiraz
1023,3.14,9.8,6,Montenegro,188.19,46,1962,196,Merlot
1024,3.29,9.8,5,Argentina,166.03,15,2006,200,Merlot
1025,3.3,9.5,5,France,38,19,1981,198,Pinot
1026,3.3,9.6,4,Australia,64.78,83,1964,196,Pinot
1027,3.2,10.2,6,Australia,95.31,31,1974,197,Pinot
1028,3.19,10,6,Montenegro,56.5,9,2011,201,Pinot
1029,3.23,9.3,4,Italy,127.86,81,2010,201,Pinot
1030,3.32,10.5,7,Kazahstan,23.33,28,1973,197,Chardonnay
1031,3.14,10.4,5,Argentina,78.37,3,1978,197,Merlot
1032,3.57,11.7,6,Montenegro,168.52,39,1975,197,Shiraz
1033,3.32,11,6,Kazahstan,49.47,53,1991,199,Pinot
1034,3.57,11.7,6,Argentina,77.99,42,1998,199,Pinot
1035,3.31,10.7,6,Italy,169.87,79,1990,199,Merlot
1036,3.32,9,6,Kazahstan,55.11,42,2008,200,RIESLING
1037,3.32,9,6,Kazahstan,59.78,93,1966,196,Shiraz
1038,3.14,11.4,5,Argentina,114.28,10,1994,199,Chardonnay
1039,3.3,12.7,6,Argentina,195.75,98,1989,198,Shiraz
1040,3.31,10.1,6,Italy,78.63,9,1971,197,Shiraz
1041,3.08,12.32,5,California,149.52,93,1987,198,Merlot
1042,3.23,9.2,5,Argentina,179.17,42,2000,200,Merlot
1043,3.14,11.4,5,Italy,92.89,10,2014,201,Pinot
1044,3.3,12.7,6,Australia,117.76,29,2000,200,Pinot
1045,3.07,11.7,6,France,190,95,2000,200,Merlot
1046,2.92,11.1,5,Montenegro,77.16,38,1972,197,Pinot
1047,3.07,11.7,6,Italy,112.47,80,1987,198,RIESLING
1048,2.92,11.1,5,Kazahstan,73.44,1,1961,196,Chardonnay
1049,3.27,10.9,6,Italy,77.54,27,1992,199,Shiraz
1050,2.92,11.1,5,Kazahstan,55.63,33,1995,199,RIESLING
1051,3.74,11.5,5,Italy,105.46,34,2010,201,RIESLING
1052,3.12,10,6,Montenegro,178.06,19,1993,199,RIESLING
1053,3.19,10,6,Australia,88.1,47,2012,201,RIESLING
1054,3.27,9.4,6,Kazahstan,68.09,12,1974,197,Merlot
1055,3.12,10.4,6,Kazahstan,50.95,44,2000,200,Chardonnay
1056,3.26,10.7,6,Italy,175.85,16,1999,199,Shiraz
1057,3.45,9.5,6,Italy,199.34,82,1997,199,Chardonnay
1058,3.08,9.1,5,Italy,91.98,50,2013,201,Chardonnay
1059,3.06,11,6,Kazahstan,67.75,89,2014,201,Chardonnay
1060,3.12,9.9,5,Argentina,57.21,35,1975,197,Chardonnay
1061,3.21,11,6,Argentina,82.82,98,1965,196,Pinot
1062,3.26,9.6,5,Montenegro,194.95,74,1999,199,Chardonnay
1063,3.22,11.2,5,Italy,102.95,81,2002,200,RIESLING
1064,3.2,12,7,Argentina,113.5,4,2008,200,Shiraz
1065,3.37,10.7,6,Italy,125.8,75,1977,197,Chardonnay
1066,3.09,9.4,5,Italy,74.26,99,1986,198,Chardonnay
1067,3.4,12.5,7,France,198,99,1973,197,RIESLING
1068,3.36,12.8,7,Italy,370.68,72,2005,200,Pinot
1069,3.41,10.3,6,Argentina,164.76,27,1964,196,RIESLING
1070,3.28,10,6,Kazahstan,66.89,54,2008,200,Merlot
1071,3.22,12.8,6,Kazahstan,78.02,82,1965,196,Pinot
1072,3.16,10.3,5,Kazahstan,74.05,60,1962,196,RIESLING
1073,3.16,10.3,5,Australia,143.66,95,1973,197,RIESLING
1074,3.41,10.3,6,Montenegro,85.17,38,1975,197,Chardonnay
1075,3.34,8.7,6,Australia,191.18,35,1978,197,Shiraz
1076,3.39,11.4,6,Montenegro,195.92,99,1976,197,Shiraz
1077,3.15,11.4,6,Kazahstan,13.05,71,1982,198,RIESLING
1078,3.36,11,5,Kazahstan,68.81,82,1986,198,RIESLING
1079,3.24,9.9,5,France,134,67,1963,196,Chardonnay
1080,3.22,12.88,5,California,81.21,0,1966,196,Merlot
1081,3.38,9.8,5,Australia,151.7,64,1962,196,Shiraz
1082,3.48,9.1,5,Italy,118.99,96,1999,199,Pinot
1083,3.42,10,6,Montenegro,150.14,40,2008,200,Pinot
1084,3.36,13.44,5,California,70.78,53,2012,201,Merlot
1085,3.22,11.7,6,France,64,32,1999,199,Chardonnay
1086,3.16,12.64,3,California,102.74,46,1994,199,Shiraz
1087,3.25,13,6,California,199.74,56,2012,201,RIESLING
1088,3.31,9.3,5,France,18,9,1973,197,RIESLING
1089,3.36,12.8,7,Italy,249.32,12,1963,196,Pinot
1090,3.09,11.8,7,Montenegro,151.54,94,1983,198,RIESLING
1091,3.23,12,7,Italy,347.71,58,1976,197,Pinot
1092,3.03,9.7,6,France,120,60,1997,199,RIESLING
1093,3.18,12.72,6,California,92.33,22,1992,199,RIESLING
1094,3.02,9.5,5,Italy,58.29,93,1960,196,Chardonnay
1095,3.04,11.4,7,Argentina,66.21,4,1997,199,Merlot
1096,3.18,10.2,6,Kazahstan,54.49,16,1997,199,RIESLING
1097,3.17,9.5,6,Kazahstan,62.62,36,2003,200,Merlot
1098,3.25,10.8,7,Montenegro,156.1,10,2009,200,Shiraz
1099,3.02,10.9,7,Italy,318.25,68,1987,198,Pinot
1100,3.18,10.9,7,Argentina,127.41,82,1989,198,Shiraz
1101,3.38,11.6,7,Australia,176.75,72,1988,198,Pinot
1102,3.17,12,7,Argentina,81.02,14,1977,197,Merlot
1103,3.45,11.2,6,Kazahstan,41.42,93,1976,197,Merlot
1104,3.43,9,6,Argentina,52.38,48,1963,196,Merlot
1105,3.48,11.6,6,France,140,70,2003,200,RIESLING
1106,3.32,11.1,5,Australia,194.52,63,1974,197,RIESLING
1107,3.15,11,8,Kazahstan,56.61,22,1998,199,Shiraz
1108,3.44,12.1,6,Australia,96.82,62,1994,199,Shiraz
1109,3.36,9.5,5,Italy,173.36,60,1977,197,Shiraz
1110,3.48,11.6,6,Australia,129.42,8,1964,196,Pinot
1111,3.33,11.8,7,Italy,277.97,35,2014,201,Chardonnay
1112,3.34,13.36,7,California,184.54,59,1965,196,Shiraz
1113,3.31,13.24,6,California,184.86,87,1962,196,Chardonnay
1114,3.34,10.2,6,France,188,94,1981,198,Pinot
1115,3.32,10.8,7,Kazahstan,47.85,13,1999,199,Merlot
1116,3.17,12.68,6,California,64.1,17,1964,196,Pinot
1117,3.17,10,5,Kazahstan,50.59,93,2005,200,Merlot
1118,3.06,13.4,6,Kazahstan,68.23,75,1991,199,RIESLING
1119,3.04,9.4,5,Australia,153.85,94,1982,198,Merlot
1120,3.12,9.2,5,Italy,138.13,38,2003,200,Chardonnay
1121,3.19,10.1,6,Montenegro,147.93,74,2000,200,RIESLING
1122,3.18,12.72,6,California,104.19,89,1980,198,Merlot
1123,3.28,9.7,5,Italy,85.46,64,1967,196,Pinot
1124,3.14,10.2,5,Montenegro,68.15,96,2005,200,Chardonnay
1125,3.3,11.5,4,Argentina,33.39,83,2004,200,Chardonnay
1126,3.3,11.8,7,Australia,225.57,79,2006,200,Chardonnay
1127,3.2,9.4,6,Argentina,79.35,81,2008,200,Merlot
1128,3.26,10.6,5,Montenegro,113.68,41,1995,199,Chardonnay
1129,3.15,10.4,6,Australia,168.34,84,2007,200,RIESLING
1130,3.2,11.4,6,Italy,86.05,13,2000,200,RIESLING
1131,3.05,10.6,5,Italy,167.82,92,1973,197,Merlot
1132,3.2,9.8,5,Italy,157.18,73,2006,200,RIESLING
1133,3.17,9.2,6,Italy,131.46,89,1982,198,Pinot
1134,3.16,11.5,6,Argentina,138.39,94,1994,199,Merlot
1135,3.48,9.7,5,Montenegro,98.52,50,2006,200,RIESLING
1136,2.98,9.2,6,Australia,103.62,11,1980,198,Merlot
1137,3.22,11.4,6,Kazahstan,50.65,42,1994,199,Shiraz
1138,3.08,9,5,Kazahstan,46.08,52,1970,197,Merlot
1139,3.18,11.8,5,Kazahstan,52.22,64,1991,199,Chardonnay
1140,3.26,13.04,5,California,164.73,80,1960,196,RIESLING
1141,3.41,9.5,6,Italy,12.42,54,1973,197,Pinot
1142,3.35,11.3,6,Montenegro,134.94,18,1965,196,Chardonnay
1143,3.25,9,3,Kazahstan,76.23,72,1999,199,Shiraz
1144,3.61,10,6,Montenegro,11.37,59,1969,196,Merlot
1145,3.26,11.2,7,Montenegro,64.22,91,1982,198,Chardonnay
1146,3.37,10.3,5,Argentina,130.54,8,1978,197,Merlot
1147,3.28,9.8,6,Montenegro,89.65,75,1988,198,Shiraz
1148,3.22,13.4,8,France,184,92,1967,196,Pinot
1149,3.5,11.1,5,Italy,166.73,100,1996,199,Shiraz
1150,3.23,12.92,6,California,150.84,66,1974,197,Merlot
1151,3.21,11.8,7,Australia,256.32,74,1974,197,RIESLING
1152,3.44,10,6,Italy,127.32,67,1987,198,Merlot
1153,3.06,12.24,6,California,71.4,44,1974,197,Merlot
1154,3.1,10.8,6,Australia,135.74,37,2006,200,Merlot
1155,3.1,10.8,6,France,66,33,1967,196,Shiraz
1156,3.22,11.2,5,Montenegro,90.53,49,1969,196,Merlot
1157,3.1,10.5,5,Australia,64.53,36,1975,197,Merlot
1158,3.23,10.1,6,Montenegro,125.18,58,1964,196,Chardonnay
1159,3.57,14.28,7,California,77.69,1,2005,200,RIESLING
1160,3.23,11.6,7,Argentina,171.97,81,2012,201,Shiraz
1161,2.88,9.8,8,Montenegro,119.62,71,1969,196,Shiraz
1162,3.08,9.3,5,Australia,88.21,10,1976,197,Shiraz
1163,3.15,9.9,6,France,194,97,1977,197,Chardonnay
1164,3.17,11.2,6,Montenegro,104.45,44,1968,196,Shiraz
1165,3.26,10.2,6,Kazahstan,60.28,7,1965,196,Pinot
1166,3.16,9.5,5,Australia,92.6,80,1976,197,Shiraz
1167,3.15,9.9,6,Montenegro,71.07,71,1986,198,Shiraz
1168,3.16,9.5,5,Australia,110.78,92,2003,200,RIESLING
1169,3,12.8,6,Kazahstan,54.25,100,1980,198,Pinot
1170,3.25,9.2,5,Kazahstan,50.47,39,1973,197,Shiraz
1171,3.15,12.6,7,California,58.27,40,1960,196,Shiraz
1172,3.1,12.4,6,California,160.09,96,1985,198,Pinot
1173,3.24,9.3,5,Italy,186.24,72,1963,196,RIESLING
1174,3.49,11.4,6,France,156,78,1980,198,Merlot
1175,3.05,11.5,7,Italy,229.5,46,1973,197,Chardonnay
1176,3.36,10.9,5,Australia,99.7,99,1990,199,Merlot
1177,3.15,11,7,Kazahstan,59.32,89,1999,199,Chardonnay
1178,3.36,10.9,5,Montenegro,118.04,71,1965,196,Chardonnay
1179,3.28,11.3,7,Italy,222.81,8,1979,197,Chardonnay
1180,3.62,9.9,5,Kazahstan,53.81,41,1993,199,Chardonnay
1181,3.24,12.96,6,California,115.63,79,1996,199,Chardonnay
1182,3.19,11.4,5,Australia,103.55,10,1991,199,Chardonnay
1183,3.38,13.52,6,California,45.85,23,2000,200,Pinot
1184,3.44,10.5,5,Italy,141.92,49,1979,197,Pinot
1185,3.26,11.7,6,France,136,68,2005,200,Pinot
1186,3.32,9.3,5,Kazahstan,69.85,75,2009,200,Shiraz
1187,3.26,9.5,5,Argentina,155.13,66,1991,199,Chardonnay
1188,3.27,11.7,7,Kazahstan,45.8,79,1988,198,Pinot
1189,3.27,13.08,5,California,165.05,71,1995,199,Chardonnay
1190,3.38,9.5,5,Kazahstan,71.96,76,1997,199,Chardonnay
1191,3.38,9.5,6,Montenegro,104.67,10,2012,201,RIESLING
1192,3.38,9.6,4,Montenegro,160.7,87,1971,197,Shiraz
1193,3.19,11.3,6,France,20,10,1979,197,Pinot
1194,3.18,10.8,7,Argentina,193.57,75,1983,198,Merlot
1195,3.24,10.8,6,Montenegro,143.36,24,1963,196,Shiraz
1196,3.36,10.1,6,Argentina,133.38,31,1969,196,Merlot
1197,3.26,9.1,5,Kazahstan,54.75,46,1999,199,RIESLING
1198,3.29,10.8,6,Montenegro,137.19,85,2011,201,Chardonnay
1199,3.1,9.4,5,Kazahstan,64.5,88,1962,196,RIESLING
1200,3.18,11,6,Montenegro,170.2,15,1973,197,Chardonnay
1201,3.18,11,6,Kazahstan,52.86,93,2009,200,RIESLING
1202,3.47,13.88,5,California,119.2,83,1985,198,Pinot
1203,3.22,13,7,Kazahstan,58.8,97,1990,199,Shiraz
1204,3.03,9.9,5,Argentina,135.64,38,1972,197,Shiraz
1205,3.16,9.1,5,France,122,61,1960,196,RIESLING
1206,3.18,9.5,5,Argentina,70.55,47,1962,196,Shiraz
1207,3.06,10,6,Kazahstan,74.97,31,2010,201,Shiraz
1208,3.56,12.9,8,Montenegro,155.67,88,1986,198,Shiraz
1209,3.19,10,7,Argentina,59.21,94,1991,199,RIESLING
1210,3.43,9.2,6,Argentina,99.07,54,1999,199,Chardonnay
1211,3.41,9.2,6,Montenegro,113.42,10,2003,200,Shiraz
1212,3.43,9.7,6,Montenegro,166.25,62,2009,200,RIESLING
1213,3.42,9.2,5,France,86,43,1979,197,Shiraz
1214,3.21,9.4,6,Italy,116.21,86,2011,201,Pinot
1215,3.06,10,6,Argentina,120.52,37,1978,197,RIESLING
1216,3.21,9.4,6,Kazahstan,61.97,1,1976,197,Pinot
1217,3.31,10.8,6,France,94,47,1990,199,Chardonnay
1218,3.11,13.3,6,France,36,18,1972,197,RIESLING
1219,3.2,12,7,France,74,37,1995,199,Shiraz
1220,3.26,11,6,Kazahstan,57.79,68,1963,196,Pinot
1221,3.27,12.4,7,Italy,277.34,52,1974,197,Merlot
1222,3.01,10.8,6,Australia,166.43,15,2001,200,Pinot
1223,3.05,9.2,5,Montenegro,55.81,13,1997,199,Pinot
1224,3.32,10.6,6,Australia,178.29,7,2006,200,RIESLING
1225,3.32,8.7,6,France,136,68,2014,201,Merlot
1226,3.57,9.9,5,Australia,148.68,62,1967,196,Pinot
1227,3.46,12.9,7,Australia,205.31,27,1966,196,Shiraz
1228,3.18,9.4,5,Montenegro,164.99,78,1964,196,Merlot
1229,2.95,11.2,7,Australia,212.33,5,2002,200,RIESLING
1230,3.07,10,7,Argentina,198.44,93,1987,198,RIESLING
1231,3.37,11.8,6,Montenegro,129.42,76,2005,200,Shiraz
1232,2.99,10.2,5,Kazahstan,48.01,80,1976,197,Merlot
1233,3.05,10,5,Argentina,106.31,27,1993,199,Shiraz
1234,3.37,9.9,6,Italy,106.44,74,1992,199,Merlot
1235,3.19,9.4,5,Montenegro,154.72,65,1993,199,Chardonnay
1236,3.14,11.1,7,Australia,164.69,42,1970,197,Chardonnay
1237,3.23,11.3,7,Italy,259.09,99,1984,198,RIESLING
1238,3.26,11,5,France,132,68,1987,198,Merlot
1239,3.55,14.2,6,California,88.63,93,1987,198,Shiraz
1240,3.25,11.9,6,Italy,127.16,69,1998,199,Merlot
1241,3.27,9.3,5,Italy,96.12,15,1974,197,RIESLING
1242,3.16,9.8,5,France,138,69,2011,201,Pinot
1243,3.35,9.4,6,Australia,95.2,49,1969,196,RIESLING
1244,3.28,9.9,6,Argentina,117.7,72,1970,197,Merlot
1245,3.36,9.4,6,Australia,123.32,44,2004,200,Merlot
1246,3.11,10,6,Italy,91.16,44,1965,196,RIESLING
1247,3.02,12,6,Montenegro,173,65,2002,200,Chardonnay
1248,3.14,11.8,7,Australia,174.14,27,1995,199,Merlot
1249,3.6,9.9,5,Kazahstan,55.11,46,1990,199,Merlot
1250,3.12,10.7,6,Australia,197.84,75,1982,198,Pinot
1251,3.3,9.8,6,Kazahstan,55.15,12,2003,200,Pinot
1252,3.3,9.8,6,Italy,81.57,52,2012,201,Chardonnay
1253,3.45,9.8,5,Argentina,54.56,75,1967,196,RIESLING
1254,3.21,11.3,6,France,74,37,1961,196,Chardonnay
1255,3.11,9.8,7,Kazahstan,64.48,98,1992,199,Merlot
1256,3.16,11.5,6,Argentina,111.59,49,2001,200,Merlot
1257,3.1,9.2,5,Kazahstan,12.25,84,2013,201,Pinot
1258,3.31,10.3,5,France,44,91,1985,198,Merlot
1259,3.35,12.5,6,France,2,1,1961,196,Merlot
1260,3.17,12.2,7,Argentina,120.97,77,1976,197,RIESLING
1261,3.34,11.7,7,Montenegro,128.06,63,2005,200,RIESLING
1262,3.13,11,5,Kazahstan,50.01,81,1988,198,Shiraz
1263,3.22,9.4,6,Australia,62.66,62,2011,201,Shiraz
1264,3.23,12.5,6,Montenegro,103.48,97,1988,198,Merlot
1265,3.38,11.8,6,Argentina,103.26,83,1963,196,Pinot
1266,3.23,12.5,6,Australia,64.78,6,2005,200,Merlot
1267,3.38,10.3,6,Australia,166.56,86,1980,198,Pinot
1268,3.18,12.72,5,California,158.76,6,1993,199,Pinot
1269,3.16,9.7,6,Montenegro,61.85,8,2013,201,Pinot
1270,3.28,13.12,5,California,141.27,6,2011,201,Chardonnay
1271,3.16,9.2,6,Italy,166.8,59,2008,200,Shiraz
1272,3.38,11.7,6,France,128,64,1993,199,Pinot
1273,3.16,9.2,6,Italy,67.27,86,1991,199,Chardonnay
1274,3.28,9.5,6,Australia,192.63,0,2013,201,RIESLING
